gender,top_color,top_style,top_category,bottom_color,bottom_style,bottom_category,top_url,bottom_url
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020095441452_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020095441452_500.jpg
women,Black,Plaid,Coat,White,Plaid,Coat,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190102221311976_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190102221311976_500.jpg
men,Black,Floral,T-Shirt,Gray,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324171716539_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324171716539_500.jpg
men,Black,Solid,Sweatshirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320075724658_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320075724658_500.jpg
women,White,Solid,Top,Blue,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190327190213609_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190327190213609_500.jpg
women,Black,Solid,Top,Gray,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229175401267_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229175401267_500.jpg
men,Black,Solid,Coat,Blue,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170325001326257_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170325001326257_500.jpg
women,Black,Solid,Top,Purple,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329153729115_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329153729115_500.jpg
women,Black,Solid,Swimwear,White,Solid,Swimwear,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727110236830_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727110236830_500.jpg
men,Black,Solid,Shirt,Pink,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320072414855_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320072414855_500.jpg
women,Black,Floral,Top,Gray,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322102026551_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322102026551_500.jpg
men,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322130216510_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322130216510_500.jpg
women,Black,Floral,Jacket,White,Floral,Jacket,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227193607520_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227193607520_500.jpg
men,Black,Striped,T-Shirt,White,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330000341568_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330000341568_500.jpg
women,Black,Solid,Dress,White,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723105759466_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723105759466_500.jpg
women,Black,Solid,Top,Gray,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181018185833762_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181018185833762_500.jpg
men,Black,Striped,Top,Pink,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319125207217_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319125207217_500.jpg
men,Black,Solid,Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170325080052149_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170325080052149_500.jpg
women,White,Solid,Top,Brown,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329150853350_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329150853350_500.jpg
women,Gray,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322171056875_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322171056875_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720163924013_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190720163924013_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190719143858382_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190719143858382_500.jpg
women,Black,Floral,Dress,Gray,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170803102739004_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170803102739004_500.jpg
men,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324161508507_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324161508507_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728223537965_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728223537965_500.jpg
women,Black,Solid,Jacket,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727105045213_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727105045213_500.jpg
women,Black,Solid,Top,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180201170303146_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180201170303146_500.jpg
women,Black,Striped,T-Shirt,White,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719172839169_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719172839169_500.jpg
women,Black,Striped,Top,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723111743496_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723111743496_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727150447195_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727150447195_500.jpg
women,Pink,Striped,Top,Blue,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321181205252_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321181205252_500.jpg
men,White,Striped,Top,Green,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319205429299_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319205429299_500.jpg
women,Blue,Floral,Top,Blue,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324124128777_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324124128777_500.jpg
women,Black,Spotted,Top,White,Spotted,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719182853769_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719182853769_500.jpg
women,Black,Striped,Cardigan,White,Striped,Cardigan,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027152753669_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027152753669_500.jpg
women,Black,Striped,Top,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329171109229_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329171109229_500.jpg
women,Black,Plaid,T-Shirt,White,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102145504077_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102145504077_500.jpg
women,Black,Striped,T-Shirt,Gray,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190612172121918_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190612172121918_500.jpg
women,Black,Striped,Top,Gray,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229112807426_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229112807426_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728135155779_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728135155779_500.jpg
women,White,Floral,Top,Beige,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320154030382_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320154030382_500.jpg
women,Black,Striped,Top,Gray,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020043627188_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020043627188_500.jpg
women,Black,Solid,T-Shirt,Gray,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728173549116_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728173549116_500.jpg
men,Black,Solid,Sweatshirt,Gray,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228181003167_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228181003167_500.jpg
women,Black,Striped,Shirt,White,Striped,Shirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170801213856270_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170801213856270_500.jpg
women,Black,Floral,Kimono_Yukata,White,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728141324204_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170728141324204_500.jpg
women,Black,Solid,T-Shirt,Beige,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323133718396_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190323133718396_500.jpg
men,Black,Plaid,Sweatshirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324154812693_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324154812693_500.jpg
women,Black,Solid,Top,Gray,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329154645762_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329154645762_500.jpg
men,Black,Plaid,Shirt,White,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319095103141_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319095103141_500.jpg
women,Black,Solid,Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322155708690_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322155708690_500.jpg
women,White,Spotted,T-Shirt,Pink,Spotted,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324112603023_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190324112603023_500.jpg
women,White,Floral,T-Shirt,Orange,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728210506560_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728210506560_500.jpg
women,Black,Striped,T-Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330174748854_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330174748854_500.jpg
women,Black,Solid,Top,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727211141770_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727211141770_500.jpg
women,Black,Floral,T-Shirt,Beige,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331192720665_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331192720665_500.jpg
women,Black,Spotted,Top,Beige,Spotted,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181018225929648_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181018225929648_500.jpg
women,Black,Floral,Cardigan,White,Floral,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329174845769_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329174845769_500.jpg
women,White,Solid,Dress,Purple,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723202037241_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723202037241_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228155141060_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228155141060_500.jpg
women,White,Spotted,Shirt,Brown,Spotted,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724144556193_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724144556193_500.jpg
women,Black,Solid,Dress,Gray,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321173654341_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190321173654341_500.jpg
women,Black,Floral,Top,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319214145152_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319214145152_500.jpg
men,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329172550182_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329172550182_500.jpg
men,Black,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324121607396_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324121607396_500.jpg
men,Black,Solid,T-Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719172816471_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719172816471_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228114151217_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228114151217_500.jpg
women,Black,Striped,Top,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727170904711_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727170904711_500.jpg
women,White,Floral,Top,Beige,Floral,Top,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324110534907_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170324110534907_500.jpg
women,White,Spotted,Kimono_Yukata,Orange,Spotted,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170804094030221_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170804094030221_500.jpg
women,Black,Striped,Shirt,White,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330202452592_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330202452592_500.jpg
women,Black,Spotted,Dress,Gray,Spotted,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180720064955794_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180720064955794_500.jpg
men,Black,Plaid,Sweatshirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320060129085_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320060129085_500.jpg
women,White,Solid,Shirt,Brown,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228155114710_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228155114710_500.jpg
men,Orange,Striped,Top,Blue,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101204440510_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101204440510_500.jpg
men,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727155324505_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727155324505_500.jpg
women,Black,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330144701840_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330144701840_500.jpg
men,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170730124522817_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170730124522817_500.jpg
women,Gray,Striped,T-Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229134115650_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229134115650_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330093015627_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180330093015627_500.jpg
women,Black,Striped,Top,Gray,Striped,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191103114438872_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191103114438872_500.jpg
women,Black,Striped,T-Shirt,Gray,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328111649785_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328111649785_500.jpg
women,White,Plaid,Shirt,Red,Plaid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171028203402794_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171028203402794_500.jpg
women,Black,Striped,Top,Gray,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190102203602356_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190102203602356_500.jpg
women,Black,Solid,Top,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228133109997_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228133109997_500.jpg
women,Black,Solid,Dress,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180730120827518_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180730120827518_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181019214516241_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181019214516241_500.jpg
women,Black,Floral,Swimwear,Beige,Floral,Swimwear,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180720133028644_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180720133028644_500.jpg
women,Black,Striped,Top,White,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320060651853_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320060651853_500.jpg
men,Black,Solid,Sweatshirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320082643750_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320082643750_500.jpg
women,White,Floral,Kimono_Yukata,Green,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170803112657054_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170803112657054_500.jpg
women,Gray,Floral,Kimono_Yukata,White,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180404114450334_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180404114450334_500.jpg
women,White,Striped,Dress,Green,Striped,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722211258241_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722211258241_500.jpg
women,Black,Floral,Top,Beige,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719172957996_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719172957996_500.jpg
women,Black,Solid,Dress,Pink,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107122353586_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107122353586_500.jpg
women,Black,Solid,Top,Gray,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020092207775_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020092207775_500.jpg
women,Black,Solid,Sweatshirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319164353075_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319164353075_500.jpg
women,Black,Striped,Top,Red,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170729070311015_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170729070311015_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727132915585_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727132915585_500.jpg
women,Black,Floral,Top,White,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027074737982_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027074737982_500.jpg
women,Black,Floral,Shirt,Pink,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727170039969_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727170039969_500.jpg
women,Black,Solid,Sweatshirt,Green,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320103436087_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320103436087_500.jpg
women,Black,Solid,Dress,Gray,Solid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719183614538_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719183614538_500.jpg
women,Black,Striped,T-Shirt,White,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727162245842_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727162245842_500.jpg
women,White,Floral,Kimono_Yukata,Beige,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180101084905019_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180101084905019_500.jpg
